Money Line,,Run Line,,Total,,1st Half (5 Inn.),,2nd Half,,,,
16-Apr,5:05pm,CLE-150,NYM+138,NYM-160,CLE+140,7.5 +100,7.5 -120,,,,,0170.csv
16-Apr,5:55pm,CLE-150,NYM+140,NYM-160,CLE+140,7.5 +100,7.5 -120,,,,,0170.csv
16-Apr,6:00pm,CLE-150,NYM+140,NYM-165,CLE+145,7.5 +100,7.5 -120,,,,,0170.csv
17-Apr,7:10am,CLE-150,NYM+140,NYM-165,CLE+145,7.5 +100,7.5 -120,CLE-155,NYM+135,,,0170.csv
17-Apr,8:05am,CLE-150,NYM+140,NYM-165,CLE+145,7.5 +100,7.5 -120,CLE-155,NYM+135,,,0170.csv
17-Apr,8:55am,CLE-155,NYM+140,NYM-165,CLE+145,7.5 +100,7.5 -120,CLE-155,NYM+135,,,0170.csv
17-Apr,9:00am,CLE-155,NYM+140,NYM-165,CLE+145,7.5 +100,7.5 -120,CLE-155,NYM+135,CLE-155,NYM-110,0170.csv
17-Apr,9:05am,CLE-155,NYM+140,NYM-165,CLE+145,7.5 +100,7.5 -120,CLE-158,NYM+143,CLE-155,NYM-110,0170.csv
17-Apr,9:15am,CLE-155,NYM+140,NYM-165,CLE+145,7.5 +100,7.5 -120,CLE-155,NYM+135,CLE-155,NYM-110,0170.csv
17-Apr,9:25am,CLE-155,NYM+140,NYM-165,CLE+145,7.5 +100,7.5 -120,CLE-155,NYM+135,CLE-155,NYM-110,0170.csv
17-Apr,9:30am,CLE-155,NYM+140,NYM-165,CLE+145,7.5 +100,7.5 -120,CLE-155,NYM+135,CLE-155,NYM-110,0170.csv
17-Apr,9:35am,CLE-154,NYM+144,NYM-165,CLE+145,7.5 +100,7.5 -120,CLE-155,NYM+135,CLE-154,NYM-110,0170.csv
17-Apr,9:40am,CLE-154,NYM+144,NYM-165,CLE+145,7.5 -105,7.5 -115,CLE-155,NYM+135,CLE-154,NYM-110,0170.csv
17-Apr,9:45am,CLE-154,NYM+144,NYM-165,CLE+145,7.5 -105,7.5 -115,CLE-155,NYM+135,CLE-154,NYM-110,0170.csv
17-Apr,9:50am,CLE-155,NYM+140,NYM-165,CLE+145,7.5 -105,7.5 -115,CLE-155,NYM+135,CLE-155,NYM-110,0170.csv
17-Apr,11:30am,CLE-155,NYM+140,NYM-160,CLE+140,7.5 -105,7.5 -115,CLE-155,NYM+135,CLE-155,NYM-110,0170.csv
17-Apr,11:35am,CLE-155,NYM+140,NYM-165,CLE+145,7.5 -105,7.5 -115,CLE-155,NYM+135,CLE-155,NYM-110,0170.csv
17-Apr,11:45am,CLE-155,NYM+140,NYM-165,CLE+145,7.5 +100,7.5 -120,CLE-155,NYM+135,CLE-155,NYM-110,0170.csv
17-Apr,11:50am,CLE-155,NYM+140,NYM-160,CLE+140,7.5 +100,7.5 -120,CLE-155,NYM+135,CLE-155,NYM-110,0170.csv
17-Apr,11:50am,CLE-155,NYM+140,NYM-160,CLE+140,7.5 +100,7.5 -120,CLE-160,NYM+140,CLE-155,NYM-110,0170.csv
17-Apr,12:10pm,CLE-155,NYM+140,NYM-160,CLE+140,7.5 +100,7.5 -120,CLE-155,NYM+135,CLE-155,NYM-110,0170.csv
17-Apr,12:15pm,CLE-155,NYM+140,NYM-160,CLE+140,7.5 +100,7.5 -120,CLE-155,NYM+135,CLE-155,NYM-110,0170.csv
17-Apr,12:20pm,CLE-155,NYM+140,NYM-160,CLE+140,7.5 +100,7.5 -120,CLE-160,NYM+140,CLE-155,NYM-110,0170.csv
17-Apr,12:30pm,CLE-155,NYM+140,NYM-160,CLE+140,7.5 +100,7.5 -120,CLE-160,NYM+140,CLE-155,NYM-110,0170.csv
17-Apr,12:35pm,CLE-155,NYM+140,NYM-160,CLE+140,7.5 -105,7.5 -115,CLE-160,NYM+140,CLE-155,NYM-110,0170.csv
17-Apr,12:55pm,CLE-155,NYM+140,NYM-155,CLE+135,7.5 -105,7.5 -115,CLE-160,NYM+140,CLE-155,NYM-110,0170.csv
16-Apr,1:10pm,PIT-164,MIL+154,MIL-150,PIT+130,8 -105,8 -115,,,,,0171.csv
16-Apr,2:25pm,PIT-156,MIL+146,MIL-150,PIT+130,8 -105,8 -115,,,,,0171.csv
16-Apr,2:35pm,PIT-156,MIL+146,MIL-165,PIT+145,8 -105,8 -115,,,,,0171.csv
16-Apr,3:15pm,PIT-158,MIL+148,MIL-165,PIT+145,8 -105,8 -115,,,,,0171.csv
16-Apr,5:55pm,PIT-160,MIL+135,MIL-145,PIT+125,8 -105,8 -115,,,,,0171.csv
16-Apr,6:00pm,PIT-160,MIL+135,MIL-155,PIT+135,8 -105,8 -115,,,,,0171.csv
16-Apr,7:40pm,PIT-160,MIL+150,MIL-155,PIT+135,8 -105,8 -115,,,,,0171.csv
17-Apr,12:25am,PIT-160,MIL+150,MIL-155,PIT+135,8 +105,8 -125,,,,,0171.csv
17-Apr,2:30am,PIT-160,MIL+150,MIL-155,PIT+135,8 -105,8 -115,,,,,0171.csv
17-Apr,4:10am,PIT-160,MIL+145,MIL-155,PIT+135,8 -105,8 -115,,,,,0171.csv
17-Apr,5:50am,PIT-160,MIL+145,MIL-155,PIT+135,8 +105,8 -125,,,,,0171.csv
17-Apr,7:10am,PIT-160,MIL+145,MIL-155,PIT+135,8 +105,8 -125,PIT-160,MIL+140,,,0171.csv
17-Apr,8:00am,PIT-160,MIL+145,MIL-155,PIT+135,8 +110,8 -130,PIT-160,MIL+140,,,0171.csv
17-Apr,8:05am,PIT-160,MIL+145,MIL-155,PIT+135,8 +110,8 -130,PIT-160,MIL+140,,,0171.csv
17-Apr,8:20am,PIT-160,MIL+145,MIL-155,PIT+135,8 +110,8 -130,PIT-155,MIL+135,,,0171.csv
17-Apr,8:40am,PIT-160,MIL+145,MIL-155,PIT+135,8 +110,8 -130,PIT-145,MIL+125,,,0171.csv
17-Apr,8:50am,PIT-160,MIL+145,MIL-170,PIT+150,8 +110,8 -130,PIT-145,MIL+125,,,0171.csv
17-Apr,8:55am,PIT-160,MIL+145,MIL-170,PIT+150,8 +110,8 -130,PIT-145,MIL+125,,,0171.csv
17-Apr,9:00am,PIT-160,MIL+145,MIL-170,PIT+150,8 +110,8 -130,PIT-145,MIL+125,PIT-160,MIL-110,0171.csv
17-Apr,9:05am,PIT-160,MIL+145,MIL-170,PIT+150,8 +110,8 -130,PIT-145,MIL+125,PIT-160,MIL-110,0171.csv
17-Apr,9:20am,PIT-160,MIL+145,MIL-170,PIT+150,8 +110,8 -130,PIT-145,MIL+125,PIT-160,MIL-110,0171.csv
17-Apr,9:25am,PIT-160,MIL+145,MIL-170,PIT+150,7.5 -120,7.5 +100,PIT-145,MIL+125,PIT-160,MIL-110,0171.csv
17-Apr,9:35am,PIT-138,MIL+128,MIL-170,PIT+150,7.5 -120,7.5 +100,PIT-145,MIL+125,PIT-138,MIL-110,0171.csv
17-Apr,9:50am,PIT-160,MIL+145,MIL-170,PIT+150,7.5 -120,7.5 +100,PIT-145,MIL+125,PIT-160,MIL-110,0171.csv
17-Apr,10:05am,PIT-142,MIL+132,MIL-170,PIT+150,7.5 -120,7.5 +100,PIT-145,MIL+125,PIT-142,MIL-110,0171.csv
17-Apr,11:05am,PIT-142,MIL+132,MIL-170,PIT+150,8 +100,8 -120,PIT-145,MIL+125,PIT-142,MIL-110,0171.csv
17-Apr,11:25am,PIT-140,MIL+130,MIL-170,PIT+150,8 +100,8 -120,PIT-145,MIL+125,PIT-140,MIL-110,0171.csv
17-Apr,11:30am,PIT-135,MIL+125,MIL-175,PIT+155,8 +100,8 -120,PIT-140,MIL+120,PIT-135,MIL-110,0171.csv
17-Apr,11:30am,PIT-135,MIL+125,MIL-175,PIT+155,8 +100,8 -120,PIT-145,MIL+125,PIT-135,MIL-110,0171.csv
17-Apr,11:35am,PIT-135,MIL+125,MIL-180,PIT+160,8 +100,8 -120,PIT-140,MIL+120,PIT-135,MIL-110,0171.csv
17-Apr,11:40am,PIT-136,MIL+126,MIL-180,PIT+160,8 +100,8 -120,PIT-140,MIL+120,PIT-136,MIL-110,0171.csv
17-Apr,11:50am,PIT-135,MIL+125,MIL-180,PIT+160,8 +100,8 -120,PIT-140,MIL+120,PIT-135,MIL-110,0171.csv
17-Apr,12:30pm,PIT-135,MIL+125,MIL-180,PIT+160,8 +100,8 -120,PIT-140,MIL+120,PIT-135,MIL-110,0171.csv
17-Apr,12:45pm,PIT-133,MIL+123,MIL-180,PIT+160,8 +100,8 -120,PIT-140,MIL+120,PIT-133,MIL-110,0171.csv
17-Apr,12:50pm,PIT-128,MIL+118,MIL-185,PIT+165,8 -110,8 -110,PIT-135,MIL+115,PIT-128,MIL-110,0171.csv
17-Apr,12:50pm,PIT-128,MIL+118,MIL-185,PIT+165,8 -110,8 -110,PIT-140,MIL+120,PIT-128,MIL-110,0171.csv
17-Apr,12:55pm,PIT-128,MIL+118,MIL-185,PIT+165,8 -115,8 -105,PIT-135,MIL+115,PIT-128,MIL-110,0171.csv
17-Apr,1:15pm,PIT-130,MIL+120,MIL-185,PIT+165,8 -115,8 -105,PIT-135,MIL+115,PIT-130,MIL-110,0171.csv
17-Apr,1:30pm,PIT-130,MIL+120,MIL-185,PIT+165,8 -115,8 -105,PIT-135,MIL+115,PIT-130,MIL-110,0171.csv
17-Apr,1:35pm,PIT-125,MIL+115,MIL-190,PIT+165,8 -115,8 -105,PIT-125,MIL+105,PIT-125,MIL-110,0171.csv
17-Apr,1:35pm,PIT-125,MIL+115,MIL-190,PIT+165,8 -115,8 -105,PIT-135,MIL+115,PIT-125,MIL-110,0171.csv
16-Apr,1:10pm,BOS-108,TOR-102,TOR-205,BOS+175,9 -120,9 +100,,,,,0172.csv
16-Apr,2:20pm,BOS-108,TOR-102,TOR-205,BOS+175,9 -115,9 -105,,,,,0172.csv
16-Apr,2:30pm,TOR-108,BOS-102,TOR-205,BOS+175,9 -115,9 -105,,,,,0172.csv
16-Apr,2:35pm,TOR-108,BOS-102,BOS-160,TOR+140,9 -115,9 -105,,,,,0172.csv
16-Apr,6:15pm,BOS-105,TOR-105,TOR-200,BOS+170,9 -115,9 -105,,,,,0172.csv
16-Apr,8:00pm,BOS-105,TOR-105,TOR-200,BOS+170,9 -120,9 +100,,,,,0172.csv
16-Apr,8:10pm,BOS-105,TOR-105,TOR-200,BOS+170,9 -115,9 -105,,,,,0172.csv
16-Apr,11:45pm,TOR-107,BOS-103,TOR-200,BOS+170,9 -115,9 -105,,,,,0172.csv
16-Apr,11:50pm,TOR-115,BOS+105,BOS-160,TOR+140,9 -115,9 -105,,,,,0172.csv
17-Apr,2:15am,BOS-105,TOR-105,BOS-160,TOR+140,9 -115,9 -105,,,,,0172.csv
17-Apr,2:20am,TOR-119,BOS+109,BOS-160,TOR+140,9 -115,9 -105,,,,,0172.csv
17-Apr,6:20am,TOR-124,BOS+114,BOS-160,TOR+140,9 -115,9 -105,,,,,0172.csv
17-Apr,7:10am,TOR-124,BOS+114,BOS-160,TOR+140,9 -115,9 -105,TOR-125,BOS+105,,,0172.csv
17-Apr,8:05am,TOR-124,BOS+114,BOS-160,TOR+140,9 -115,9 -105,TOR-125,BOS+105,,,0172.csv
17-Apr,8:15am,TOR-123,BOS+113,BOS-160,TOR+140,9 -115,9 -105,TOR-125,BOS+105,,,0172.csv
17-Apr,8:25am,TOR-123,BOS+113,BOS-160,TOR+140,9 -120,9 +100,TOR-125,BOS+105,,,0172.csv
17-Apr,8:30am,TOR-123,BOS+113,BOS-160,TOR+140,9 -115,9 -105,TOR-125,BOS+105,,,0172.csv
17-Apr,8:55am,TOR-123,BOS+113,BOS-160,TOR+140,9 +100,9 -120,TOR-125,BOS+105,,,0172.csv
17-Apr,9:00am,TOR-123,BOS+113,BOS-160,TOR+140,9 +100,9 -120,TOR-125,BOS+105,TOR-130,BOS+110,0172.csv
17-Apr,9:15am,TOR-123,BOS+113,BOS-160,TOR+140,9 +100,9 -120,TOR-125,BOS+105,TOR-130,BOS+110,0172.csv
17-Apr,9:20am,TOR-123,BOS+113,BOS-160,TOR+140,9 +100,9 -120,TOR-125,BOS+105,TOR-130,BOS+110,0172.csv
17-Apr,9:35am,TOR-123,BOS+113,BOS-160,TOR+140,9 -110,9 -110,TOR-125,BOS+105,TOR-130,BOS+110,0172.csv
17-Apr,9:45am,TOR-123,BOS+113,BOS-160,TOR+140,9 -110,9 -110,TOR-125,BOS+105,TOR-130,BOS+110,0172.csv
17-Apr,10:15am,TOR-123,BOS+113,BOS-160,TOR+140,9 -110,9 -110,TOR-125,BOS+105,TOR-130,BOS+110,0172.csv
17-Apr,10:25am,TOR-120,BOS+110,BOS-160,TOR+140,9 -110,9 -110,TOR-125,BOS+105,TOR-130,BOS+110,0172.csv
17-Apr,10:40am,TOR-120,BOS+110,BOS-160,TOR+140,9 -110,9 -110,TOR-125,BOS+105,TOR-130,BOS+110,0172.csv
17-Apr,11:00am,TOR-123,BOS+113,BOS-160,TOR+140,9 -105,9 -115,TOR-125,BOS+105,TOR-130,BOS+110,0172.csv
17-Apr,11:20am,TOR-123,BOS+113,BOS-160,TOR+140,9 -110,9 -110,TOR-125,BOS+105,TOR-130,BOS+110,0172.csv
17-Apr,11:25am,TOR-120,BOS+110,BOS-160,TOR+140,9 -110,9 -110,TOR-125,BOS+105,TOR-130,BOS+110,0172.csv
17-Apr,11:30am,TOR-136,BOS+126,BOS-145,TOR+125,9 -105,9 -115,TOR-125,BOS+105,TOR-130,BOS+110,0172.csv
17-Apr,11:30am,TOR-136,BOS+126,BOS-145,TOR+125,9 -105,9 -115,TOR-135,BOS+115,TOR-130,BOS+110,0172.csv
17-Apr,11:35am,TOR-135,BOS+125,BOS-150,TOR+130,9 -105,9 -115,TOR-135,BOS+115,TOR-130,BOS+110,0172.csv
17-Apr,11:40am,TOR-135,BOS+125,BOS-150,TOR+130,9 -105,9 -115,TOR-135,BOS+115,TOR-135,BOS+115,0172.csv
17-Apr,11:55am,TOR-135,BOS+125,BOS-145,TOR+125,9 -105,9 -115,TOR-135,BOS+115,TOR-135,BOS+115,0172.csv
17-Apr,12:05pm,TOR-134,BOS+124,BOS-145,TOR+125,9 -105,9 -115,TOR-135,BOS+115,TOR-135,BOS+115,0172.csv
17-Apr,12:10pm,TOR-135,BOS+125,BOS-145,TOR+125,9 -105,9 -115,TOR-135,BOS+115,TOR-135,BOS+115,0172.csv
17-Apr,12:15pm,TOR-134,BOS+124,BOS-145,TOR+125,9 -105,9 -115,TOR-135,BOS+115,TOR-135,BOS+115,0172.csv
17-Apr,12:20pm,TOR-135,BOS+125,BOS-145,TOR+125,9 -105,9 -115,TOR-135,BOS+115,TOR-135,BOS+115,0172.csv
17-Apr,12:25pm,TOR-134,BOS+124,BOS-145,TOR+125,9 -105,9 -115,TOR-135,BOS+115,TOR-135,BOS+115,0172.csv
17-Apr,12:30pm,TOR-134,BOS+124,BOS-145,TOR+125,9 -105,9 -115,TOR-135,BOS+115,TOR-135,BOS+115,0172.csv
17-Apr,12:35pm,TOR-135,BOS+125,BOS-145,TOR+125,9 -105,9 -115,TOR-135,BOS+115,TOR-135,BOS+115,0172.csv
17-Apr,12:45pm,TOR-135,BOS+125,BOS-145,TOR+125,9 -110,9 -110,TOR-135,BOS+115,TOR-135,BOS+115,0172.csv
17-Apr,12:45pm,TOR-135,BOS+125,BOS-145,TOR+125,9 -110,9 -110,TOR-140,BOS+120,TOR-135,BOS+115,0172.csv
17-Apr,12:50pm,TOR-136,BOS+126,BOS-140,TOR+120,9 -110,9 -110,TOR-140,BOS+120,TOR-135,BOS+115,0172.csv
17-Apr,12:55pm,TOR-135,BOS+125,BOS-140,TOR+120,9 -110,9 -110,TOR-140,BOS+120,TOR-135,BOS+115,0172.csv
17-Apr,1:00pm,TOR-135,BOS+125,BOS-145,TOR+125,9 -110,9 -110,TOR-140,BOS+120,TOR-135,BOS+115,0172.csv
17-Apr,1:30pm,TOR-135,BOS+125,BOS-145,TOR+125,9 -110,9 -110,TOR-140,BOS+120,TOR-135,BOS+115,0172.csv
16-Apr,1:10pm,WAS-150,PHI+140,PHI-130,WAS+110,7.5 -115,7.5 -105,,,,,0173.csv
16-Apr,2:20pm,WAS-150,PHI+140,PHI-130,WAS+110,8 -105,8 -115,,,,,0173.csv
16-Apr,3:10pm,WAS-160,PHI+135,PHI-130,WAS+110,8 -105,8 -115,,,,,0173.csv
16-Apr,3:15pm,WAS-153,PHI+143,PHI-130,WAS+110,8 -105,8 -115,,,,,0173.csv
16-Apr,5:55pm,WAS-160,PHI+135,PHI-120,WAS+100,8 -105,8 -115,,,,,0173.csv
16-Apr,7:45pm,WAS-160,PHI+135,PHI-125,WAS+105,8 -105,8 -115,,,,,0173.csv
16-Apr,8:00pm,WAS-155,PHI+145,PHI-125,WAS+105,8 -105,8 -115,,,,,0173.csv
16-Apr,8:10pm,WAS-155,PHI+145,PHI-120,WAS+100,8 -105,8 -115,,,,,0173.csv
16-Apr,9:05pm,WAS-150,PHI+140,PHI-125,WAS+105,8 -105,8 -115,,,,,0173.csv
16-Apr,10:00pm,WAS-145,PHI+135,PHI-125,WAS+105,8 -105,8 -115,,,,,0173.csv
16-Apr,11:50pm,WAS-150,PHI+130,PHI-135,WAS+115,8 -105,8 -115,,,,,0173.csv
17-Apr,12:20am,WAS-145,PHI+135,PHI-135,WAS+115,8 -105,8 -115,,,,,0173.csv
17-Apr,2:05am,WAS-145,PHI+135,PHI-125,WAS+105,8 -105,8 -115,,,,,0173.csv
17-Apr,4:10am,WAS-145,PHI+135,PHI-135,WAS+115,8 -105,8 -115,,,,,0173.csv
17-Apr,6:55am,WAS-145,PHI+135,PHI-125,WAS+105,8 -105,8 -115,,,,,0173.csv
17-Apr,7:05am,WAS-145,PHI+135,PHI-135,WAS+115,8 -105,8 -115,,,,,0173.csv
17-Apr,7:10am,WAS-150,PHI+130,PHI-135,WAS+115,8 -105,8 -115,,,,,0173.csv
17-Apr,7:10am,WAS-150,PHI+130,PHI-135,WAS+115,8 -105,8 -115,WAS-150,PHI+130,,,0173.csv
17-Apr,7:30am,WAS-144,PHI+134,PHI-135,WAS+115,8 -105,8 -115,WAS-150,PHI+130,,,0173.csv
17-Apr,7:50am,WAS-150,PHI+135,PHI-135,WAS+115,8 -105,8 -115,WAS-150,PHI+130,,,0173.csv
17-Apr,8:05am,WAS-144,PHI+134,PHI-135,WAS+115,8 -105,8 -115,WAS-150,PHI+130,,,0173.csv
17-Apr,8:25am,WAS-144,PHI+134,PHI-135,WAS+115,8 +100,8 -120,WAS-150,PHI+130,,,0173.csv
17-Apr,8:30am,WAS-145,PHI+135,PHI-130,WAS+110,8 +100,8 -120,WAS-150,PHI+130,,,0173.csv
17-Apr,8:50am,WAS-145,PHI+125,PHI-130,WAS+110,8 +100,8 -120,WAS-150,PHI+130,,,0173.csv
17-Apr,8:55am,WAS-145,PHI+125,PHI-130,WAS+110,8 +100,8 -120,WAS-150,PHI+130,,,0173.csv
17-Apr,9:00am,WAS-145,PHI+125,PHI-130,WAS+110,8 -105,8 -115,WAS-150,PHI+130,,,0173.csv
17-Apr,9:00am,WAS-145,PHI+125,PHI-130,WAS+110,8 -105,8 -115,WAS-150,PHI+130,WAS-150,PHI+130,0173.csv
17-Apr,9:05am,WAS-145,PHI+135,PHI-130,WAS+110,8 -105,8 -115,WAS-150,PHI+130,WAS-150,PHI+130,0173.csv
17-Apr,9:15am,WAS-145,PHI+135,PHI-130,WAS+110,8 -105,8 -115,WAS-150,PHI+130,WAS-150,PHI+130,0173.csv
17-Apr,9:20am,WAS-142,PHI+132,PHI-125,WAS+105,8 -105,8 -115,WAS-150,PHI+130,WAS-150,PHI+130,0173.csv
17-Apr,9:25am,WAS-132,PHI+122,PHI-135,WAS+115,8 -105,8 -115,WAS-135,PHI+115,WAS-150,PHI+130,0173.csv
17-Apr,9:25am,WAS-132,PHI+122,PHI-135,WAS+115,8 -105,8 -115,WAS-150,PHI+130,WAS-150,PHI+130,0173.csv
17-Apr,9:50am,WAS-132,PHI+122,PHI-135,WAS+115,8 -110,8 -110,WAS-135,PHI+115,WAS-150,PHI+130,0173.csv
17-Apr,10:20am,WAS-140,PHI+130,PHI-135,WAS+115,8 -110,8 -110,WAS-135,PHI+115,WAS-150,PHI+130,0173.csv
17-Apr,10:35am,WAS-140,PHI+130,PHI-140,WAS+120,8 -110,8 -110,WAS-135,PHI+115,WAS-150,PHI+130,0173.csv
17-Apr,11:00am,WAS-140,PHI+130,PHI-135,WAS+115,8 -110,8 -110,WAS-135,PHI+115,WAS-150,PHI+130,0173.csv
17-Apr,11:20am,WAS-140,PHI+130,PHI-135,WAS+115,8 -105,8 -115,WAS-135,PHI+115,WAS-150,PHI+130,0173.csv
17-Apr,11:40am,WAS-140,PHI+130,PHI-140,WAS+120,8 -105,8 -115,WAS-135,PHI+115,WAS-150,PHI+130,0173.csv
17-Apr,11:45am,WAS-140,PHI+130,PHI-135,WAS+115,8 -105,8 -115,WAS-135,PHI+115,WAS-150,PHI+130,0173.csv
17-Apr,11:50am,WAS-140,PHI+130,PHI-140,WAS+120,8 -110,8 -110,WAS-135,PHI+115,WAS-150,PHI+130,0173.csv
17-Apr,12:00pm,WAS-140,PHI+130,PHI-140,WAS+120,8 -115,8 -105,WAS-135,PHI+115,WAS-150,PHI+130,0173.csv
17-Apr,12:30pm,WAS-140,PHI+130,PHI-135,WAS+115,8 -115,8 -105,WAS-135,PHI+115,WAS-150,PHI+130,0173.csv
17-Apr,12:40pm,WAS-140,PHI+130,PHI-140,WAS+120,8 -115,8 -105,WAS-135,PHI+115,WAS-150,PHI+130,0173.csv
17-Apr,12:45pm,WAS-140,PHI+130,PHI-135,WAS+115,8 -115,8 -105,WAS-135,PHI+115,WAS-150,PHI+130,0173.csv
17-Apr,12:55pm,WAS-140,PHI+130,PHI-135,WAS+115,8 -115,8 -105,WAS-140,PHI+120,WAS-150,PHI+130,0173.csv
17-Apr,1:10pm,WAS-140,PHI+130,PHI-140,WAS+120,8 -115,8 -105,WAS-140,PHI+120,WAS-150,PHI+130,0173.csv
17-Apr,1:35pm,WAS-142,PHI+132,PHI-135,WAS+115,8 -115,8 -105,WAS-140,PHI+120,WAS-150,PHI+130,0173.csv
17-Apr,1:35pm,WAS-142,PHI+132,PHI-135,WAS+115,8 -115,8 -105,WAS-145,PHI+125,WAS-150,PHI+130,0173.csv
17-Apr,1:40pm,WAS-142,PHI+132,PHI-135,WAS+115,8 -115,8 -105,WAS-145,PHI+125,WAS-150,PHI+130,0173.csv
16-Apr,1:10pm,HOU-128,DET+118,DET-180,HOU+160,8.5 -115,8.5 -105,,,,,0174.csv
16-Apr,1:15pm,HOU-124,DET+114,DET-190,HOU+165,8.5 -115,8.5 -105,,,,,0174.csv
16-Apr,2:20pm,HOU-124,DET+114,DET-190,HOU+165,9 -105,9 -115,,,,,0174.csv
16-Apr,2:25pm,HOU-130,DET+110,DET-190,HOU+165,9 -105,9 -115,,,,,0174.csv
16-Apr,2:30pm,HOU-123,DET+113,DET-190,HOU+165,9 -105,9 -115,,,,,0174.csv
16-Apr,3:15pm,HOU-123,DET+113,DET-190,HOU+165,9 -110,9 -110,,,,,0174.csv
16-Apr,5:55pm,HOU-130,DET+110,DET-170,HOU+150,9 -110,9 -110,,,,,0174.csv
16-Apr,6:00pm,HOU-130,DET+110,DET-175,HOU+155,9 -110,9 -110,,,,,0174.csv
16-Apr,6:15pm,HOU-125,DET+115,DET-175,HOU+155,9 -110,9 -110,,,,,0174.csv
16-Apr,6:25pm,HOU-131,DET+121,DET-170,HOU+150,9 -110,9 -110,,,,,0174.csv
16-Apr,7:50pm,HOU-130,DET+120,DET-170,HOU+150,9 -110,9 -110,,,,,0174.csv
16-Apr,9:10pm,HOU-130,DET+120,DET-170,HOU+150,9 +100,9 -120,,,,,0174.csv
17-Apr,6:45am,HOU-130,DET+120,DET-170,HOU+150,9 +105,9 -125,,,,,0174.csv
17-Apr,7:10am,HOU-130,DET+120,DET-170,HOU+150,9 +105,9 -125,HOU-135,DET+115,,,0174.csv
17-Apr,7:55am,HOU-130,DET+120,DET-170,HOU+150,9 +100,9 -120,HOU-135,DET+115,,,0174.csv
17-Apr,8:05am,HOU-130,DET+120,DET-170,HOU+150,9 +100,9 -120,HOU-135,DET+115,,,0174.csv
17-Apr,8:40am,HOU-130,DET+120,DET-170,HOU+150,8.5 -115,8.5 -105,HOU-135,DET+115,,,0174.csv
17-Apr,8:55am,HOU-130,DET+120,DET-170,HOU+150,8.5 -115,8.5 -105,HOU-135,DET+115,,,0174.csv
17-Apr,9:00am,HOU-130,DET+120,DET-170,HOU+150,8.5 -115,8.5 -105,HOU-135,DET+115,DET-115,HOU-105,0174.csv
17-Apr,9:05am,HOU-130,DET+120,DET-170,HOU+150,8.5 -115,8.5 -105,HOU-135,DET+115,DET-115,HOU-105,0174.csv
17-Apr,9:20am,HOU-130,DET+120,DET-170,HOU+150,8.5 -115,8.5 -105,HOU-135,DET+115,DET-115,HOU-105,0174.csv
17-Apr,9:30am,HOU-130,DET+120,DET-170,HOU+150,8.5 -110,8.5 -110,HOU-135,DET+115,DET-115,HOU-105,0174.csv
17-Apr,10:20am,HOU-130,DET+120,DET-175,HOU+155,8.5 -110,8.5 -110,HOU-135,DET+115,DET-115,HOU-105,0174.csv
17-Apr,10:25am,HOU-130,DET+120,DET-170,HOU+150,8.5 -110,8.5 -110,HOU-135,DET+115,DET-115,HOU-105,0174.csv
17-Apr,10:35am,HOU-131,DET+121,DET-175,HOU+155,8.5 -110,8.5 -110,HOU-135,DET+115,DET-115,HOU-105,0174.csv
17-Apr,10:40am,HOU-130,DET+120,DET-175,HOU+155,8.5 -110,8.5 -110,HOU-135,DET+115,DET-115,HOU-105,0174.csv
17-Apr,11:15am,HOU-130,DET+120,DET-175,HOU+155,8.5 -105,8.5 -115,HOU-135,DET+115,DET-115,HOU-105,0174.csv
17-Apr,11:20am,HOU-125,DET+115,DET-180,HOU+160,8.5 -105,8.5 -115,HOU-130,DET+110,DET-115,HOU-105,0174.csv
17-Apr,11:20am,HOU-125,DET+115,DET-180,HOU+160,8.5 -105,8.5 -115,HOU-135,DET+115,DET-115,HOU-105,0174.csv
17-Apr,11:30am,HOU-120,DET+110,DET-180,HOU+160,8.5 -105,8.5 -115,HOU-130,DET+110,DET-120,HOU+100,0174.csv
17-Apr,11:30am,HOU-120,DET+110,DET-180,HOU+160,8.5 -105,8.5 -115,HOU-130,DET+110,DET-115,HOU-105,0174.csv
17-Apr,11:35am,HOU-119,DET+109,DET-180,HOU+160,8.5 -105,8.5 -115,HOU-125,DET+105,DET-120,HOU+100,0174.csv
17-Apr,11:35am,HOU-119,DET+109,DET-180,HOU+160,8.5 -105,8.5 -115,HOU-130,DET+110,DET-120,HOU+100,0174.csv
17-Apr,11:40am,HOU-125,DET+115,DET-185,HOU+165,8.5 -105,8.5 -115,HOU-125,DET+105,DET-120,HOU+100,0174.csv
17-Apr,11:40am,HOU-125,DET+115,DET-185,HOU+165,8.5 -105,8.5 -115,HOU-130,DET+110,DET-120,HOU+100,0174.csv
17-Apr,11:45am,HOU-128,DET+118,DET-180,HOU+160,8.5 -105,8.5 -115,HOU-130,DET+110,DET-120,HOU+100,0174.csv
17-Apr,11:50am,HOU-125,DET+115,DET-180,HOU+160,8.5 -105,8.5 -115,HOU-130,DET+110,DET-120,HOU+100,0174.csv
17-Apr,12:00pm,HOU-130,DET+120,DET-180,HOU+160,8.5 -105,8.5 -115,HOU-130,DET+110,DET-120,HOU+100,0174.csv
17-Apr,12:25pm,HOU-125,DET+115,DET-180,HOU+160,8.5 +100,8.5 -120,HOU-130,DET+110,DET-120,HOU+100,0174.csv
